DateTime;Condition;Rain;MaxTemp;MinTemp;AvgWind;AvgHumidity;AvgPressure
29.07.2019;Partly cloudy;0.0;30;25;10;63;1003
28.07.2019;Partly cloudy;0.0;28;22;19;66;1007
27.07.2019;Sunny;0.0;28;23;19;59;1008
26.07.2019;Sunny;0.0;29;23;17;58;1013
25.07.2019;Partly cloudy;0.0;28;23;14;59;1015
24.07.2019;Patchy rain possible;3.1;26;23;18;64;1012
23.07.2019;Partly cloudy;0.0;30;24;17;56;1013
22.07.2019;Partly cloudy;0.0;29;23;19;57;1017
21.07.2019;Sunny;0.0;28;23;20;59;1018
20.07.2019;Partly cloudy;0.0;28;22;24;62;1016
19.07.2019;Sunny;0.0;28;23;20;60;1014
18.07.2019;Partly cloudy;0.0;27;22;16;56;1010
17.07.2019;Partly cloudy;0.0;26;22;23;63;1007
16.07.2019;Partly cloudy;0.0;26;22;12;57;1008
15.07.2019;Patchy rain possible;3.1;25;20;10;63;1008
14.07.2019;Overcast;0.0;23;20;9;53;1007
13.07.2019;Partly cloudy;0.0;27;22;8;46;1011
12.07.2019;Partly cloudy;0.0;26;21;6;50;1011
11.07.2019;Heavy rain at times;26.4;22;18;24;71;1008
10.07.2019;Patchy rain possible;4.3;28;23;15;63;1008
09.07.2019;Partly cloudy;0.0;32;25;8;58;1012
08.07.2019;Patchy rain possible;0.2;31;25;12;54;1009
07.07.2019;Partly cloudy;0.0;31;23;14;53;1011
06.07.2019;Partly cloudy;0.0;29;24;11;61;1012
05.07.2019;Partly cloudy;0.0;29;23;17;65;1014
04.07.2019;Partly cloudy;0.0;30;24;22;62;1014
03.07.2019;Sunny;0.0;31;24;15;61;1012
02.07.2019;Sunny;0.0;28;22;20;58;1013
01.07.2019;Partly cloudy;0.0;28;22;18;49;1018
30.06.2019;Patchy rain possible;0.4;25;22;18;50;1018
29.06.2019;Patchy rain possible;0.2;25;22;24;54;1015
28.06.2019;Partly cloudy;0.0;30;24;15;57;1010
27.06.2019;Sunny;0.0;29;24;22;59;1014
26.06.2019;Partly cloudy;0.0;29;24;24;70;1016
25.06.2019;Partly cloudy;0.0;29;24;24;70;1016
24.06.2019;Partly cloudy;0.0;31;26;14;47;1013
23.06.2019;Partly cloudy;0.1;32;24;7;62;1014
22.06.2019;Partly cloudy;0.0;30;24;13;66;1013
21.06.2019;Partly cloudy;0.2;29;24;11;61;1012
20.06.2019;Partly cloudy;0.1;29;24;11;58;1010
19.06.2019;Partly cloudy;0.9;28;24;18;62;1011
18.06.2019;Partly cloudy;0.2;29;23;18;66;1011
17.06.2019;Partly cloudy;1.3;30;23;18;63;1010
16.06.2019;Patchy rain possible;0.1;28;23;17;68;1010
15.06.2019;Partly cloudy;0.2;28;23;12;67;1011
14.06.2019;Partly cloudy;0.0;28;23;14;63;1014
13.06.2019;Partly cloudy;0.0;30;24;8;64;1013
12.06.2019;Partly cloudy;0.0;28;22;8;70;1011
11.06.2019;Cloudy;0.0;28;22;10;68;1010
10.06.2019;Partly cloudy;0.0;26;22;20;70;1012
09.06.2019;Partly cloudy;0.0;27;22;18;68;1016
08.06.2019;Partly cloudy;0.0;29;23;13;59;1017
07.06.2019;Partly cloudy;0.0;29;24;8;56;1017
06.06.2019;Partly cloudy;0.0;28;23;6;62;1015
05.06.2019;Partly cloudy;0.0;28;21;7;62;1013
04.06.2019;Partly cloudy;0.4;25;21;10;59;1013
03.06.2019;Partly cloudy;2.4;27;22;10;61;1014
02.06.2019;Partly cloudy;3.2;27;20;8;71;1013
01.06.2019;Partly cloudy;0.0;24;20;16;74;1014
31.05.2019;Partly cloudy;0.0;30;23;7;60;1015
30.05.2019;Sunny;0.0;27;20;11;64;1016
29.05.2019;Sunny;0.0;28;23;11;57;1012
28.05.2019;Patchy rain possible;0.4;30;20;6;61;1012
27.05.2019;Partly cloudy;0.0;26;17;14;59;1016
26.05.2019;Partly cloudy;0.4;26;18;10;67;1016
25.05.2019;Patchy rain possible;5.9;21;16;13;72;1012
24.05.2019;Patchy light rain with thunder;16.3;22;18;11;70;1008
23.05.2019;Partly cloudy;0.0;25;20;8;57;1012
22.05.2019;Partly cloudy;0.0;25;19;9;60;1014
21.05.2019;Partly cloudy;0.0;25;19;9;60;1014
20.05.2019;Partly cloudy;0.0;25;21;11;55;1010
19.05.2019;Partly cloudy;0.0;24;18;12;67;1010
18.05.2019;Light rain shower;2.9;20;16;9;80;1008
17.05.2019;Patchy light rain with thunder;17.2;19;14;16;77;1008
16.05.2019;Patchy rain possible;2.4;23;17;15;67;1010
15.05.2019;Light rain shower;2.8;24;17;9;71;1011
14.05.2019;Patchy rain possible;4.3;23;15;18;71;1014
13.05.2019;Partly cloudy;0.0;21;15;23;63;1017
12.05.2019;Cloudy;0.0;22;16;9;62;1018
11.05.2019;Patchy rain possible;5.8;20;15;11;70;1015
10.05.2019;Light rain shower;6.9;19;15;9;65;1010
09.05.2019;Partly cloudy;0.0;18;13;6;57;1014
08.05.2019;Patchy rain possible;1.2;16;13;10;61;1015
07.05.2019;Light rain shower;8.9;17;15;20;67;1008
06.05.2019;Partly cloudy;0.1;22;17;16;62;1006
05.05.2019;Patchy light rain with thunder;3.4;23;17;12;58;1008
04.05.2019;Cloudy;0.0;22;17;12;55;1012
03.05.2019;Partly cloudy;0.0;21;15;10;64;1013
02.05.2019;Partly cloudy;0.4;18;15;13;68;1010
01.05.2019;Partly cloudy;0.0;20;16;19;60;1009
30.04.2019;Partly cloudy;0.0;21;17;18;54;1010
29.04.2019;Partly cloudy;0.3;22;17;7;66;1012
28.04.2019;Patchy rain possible;0.3;21;16;8;63;1012
27.04.2019;Cloudy;0.0;21;14;5;58;1016
26.04.2019;Partly cloudy;0.0;19;13;11;63;1020
25.04.2019;Partly cloudy;0.0;20;14;10;64;1024
24.04.2019;Partly cloudy;1.1;21;12;9;61;1025
23.04.2019;Overcast;0.0;16;8;16;53;1025
22.04.2019;Partly cloudy;0.0;16;10;10;49;1023
21.04.2019;Partly cloudy;0.0;13;9;13;51;1024
20.04.2019;Light rain shower;3.7;11;9;20;56;1024
19.04.2019;Patchy rain possible;1.5;12;9;19;62;1023
18.04.2019;Light rain shower;1.3;13;10;19;74;1021
17.04.2019;Partly cloudy;0.0;16;10;8;58;1017
16.04.2019;Overcast;0.0;12;9;17;62;1017
15.04.2019;Overcast;0.2;12;9;18;78;1015
14.04.2019;Moderate or heavy rain shower;13.5;15;11;15;82;1011
13.04.2019;Patchy rain possible;5.7;18;13;7;73;1012
12.04.2019;Light rain shower;1.9;17;13;20;69;1012
11.04.2019;Moderate or heavy rain with thunder;6.6;16;12;20;77;1009
10.04.2019;Light rain;4.6;14;12;15;78;1005
09.04.2019;Patchy rain possible;1.7;17;12;12;74;1002
08.04.2019;Patchy rain possible;1.9;20;14;8;71;1006
07.04.2019;Partly cloudy;0.0;18;11;8;73;1010
06.04.2019;Cloudy;0.0;15;10;19;75;1011
05.04.2019;Partly cloudy;0.0;18;9;11;71;1015
04.04.2019;Partly cloudy;0.0;12;8;20;74;1017
03.04.2019;Patchy rain possible;0.2;11;9;23;69;1019
02.04.2019;Partly cloudy;0.0;13;10;21;74;1018
01.04.2019;Patchy rain possible;0.1;13;9;17;69;1014
31.03.2019;Partly cloudy;0.1;12;9;33;64;1015
30.03.2019;Partly cloudy;0.0;10;8;42;59;1020
29.03.2019;Cloudy;0.0;9;7;39;59;1024
28.03.2019;Overcast;0.0;10;7;29;59;1026
27.03.2019;Patchy rain possible;0.1;12;10;19;71;1020
26.03.2019;Cloudy;0.0;17;11;11;52;1011
25.03.2019;Partly cloudy;0.0;17;8;10;53;1016
24.03.2019;Partly cloudy;0.0;11;7;20;51;1022
23.03.2019;Partly cloudy;0.0;14;9;18;59;1024
22.03.2019;Partly cloudy;0.0;13;9;21;57;1028
21.03.2019;Partly cloudy;0.0;13;9;27;72;1028
20.03.2019;Partly cloudy;0.0;14;11;19;68;1022
19.03.2019;Cloudy;0.0;18;14;6;65;1017
18.03.2019;Partly cloudy;0.0;23;14;7;60;1017
17.03.2019;Partly cloudy;0.0;17;12;13;65;1017
16.03.2019;Partly cloudy;0.0;13;5;15;65;1014
15.03.2019;Light drizzle;0.6;10;8;11;72;1009
14.03.2019;Cloudy;0.0;11;7;17;69;1013
13.03.2019;Light rain;15.6;8;7;37;78;1014
12.03.2019;Moderate rain;29.0;15;8;26;76;1008
11.03.2019;Partly cloudy;0.0;18;14;15;62;1013
10.03.2019;Partly cloudy;0.0;16;13;16;72;1019
09.03.2019;Overcast;0.0;17;14;14;66;1021
08.03.2019;Partly cloudy;0.0;18;13;9;57;1022
07.03.2019;Partly cloudy;0.8;17;11;9;57;1024
06.03.2019;Light rain;10.0;14;12;16;76;1018
05.03.2019;Partly cloudy;0.0;14;9;16;55;1015
04.03.2019;Sunny;0.0;13;6;8;53;1018
03.03.2019;Partly cloudy;0.0;9;6;24;63;1018
02.03.2019;Light rain;3.3;12;8;17;79;1010
01.03.2019;Patchy rain possible;0.2;14;9;27;68;1010
28.02.2019;Partly cloudy;1.1;9;1;22;64;1017
27.02.2019;Light rain shower;5.7;7;4;26;69;1015
26.02.2019;Partly cloudy;0.4;9;6;17;68;1019
25.02.2019;Patchy rain possible;1.6;9;6;33;80;1028
24.02.2019;Light sleet;8.0;5;-5;36;82;1030
23.02.2019;Light sleet;24.3;7;-5;36;81;1022
22.02.2019;Partly cloudy;0.2;12;9;8;67;1018
21.02.2019;Patchy rain possible;0.1;13;9;13;70;1022
20.02.2019;Partly cloudy;0.0;14;12;8;70;1020
19.02.2019;Sunny;0.0;15;10;14;71;1023
18.02.2019;Partly cloudy;0.0;14;9;6;68;1025
17.02.2019;Partly cloudy;0.0;10;6;14;66;1027
16.02.2019;Light rain shower;0.8;8;7;28;69;1027
15.02.2019;Light rain shower;3.0;8;7;32;70;1022
14.02.2019;Overcast;0.8;8;7;34;68;1024
13.02.2019;Moderate rain;15.0;8;8;34;79;1020
12.02.2019;Moderate rain at times;15.7;14;11;26;73;1011
11.02.2019;Partly cloudy;0.0;14;9;15;64;1016
10.02.2019;Partly cloudy;0.0;10;7;6;67;1022
09.02.2019;Partly cloudy;0.0;11;7;8;64;1023
08.02.2019;Cloudy;0.0;8;6;15;64;1021
07.02.2019;Light rain;2.4;9;7;29;76;1020
06.02.2019;Light rain;1.5;12;11;23;81;1016
05.02.2019;Sunny;0.0;14;12;17;70;1020
04.02.2019;Partly cloudy;0.0;18;14;7;61;1020
03.02.2019;Partly cloudy;0.0;17;12;10;60;1019
02.02.2019;Partly cloudy;0.0;15;11;14;67;1019
01.02.2019;Patchy light drizzle;3.4;12;10;25;68;1014
31.01.2019;Moderate rain;7.6;14;11;23;68;1005
30.01.2019;Cloudy;0.0;14;11;11;63;1007
29.01.2019;Partly cloudy;0.0;15;12;17;66;1010
28.01.2019;Partly cloudy;0.0;13;9;10;77;1010
27.01.2019;Light rain;1.5;8;7;15;82;1007
26.01.2019;Light rain;3.4;14;11;13;67;1002
25.01.2019;Light drizzle;0.6;14;10;19;68;1005
24.01.2019;Thundery outbreaks possible;0.1;14;11;22;66;1000
23.01.2019;Moderate rain;4.7;13;10;16;73;1009
22.01.2019;Cloudy;0.0;10;7;17;79;1018
21.01.2019;Patchy rain possible;0.2;10;8;15;77;1017
20.01.2019;Cloudy;0.0;13;10;11;70;1019
19.01.2019;Cloudy;0.0;13;10;14;75;1020
18.01.2019;Partly cloudy;0.0;12;9;16;65;1019
17.01.2019;Partly cloudy;0.0;10;7;16;67;1020
16.01.2019;Cloudy;0.3;6;3;22;61;1016
15.01.2019;Moderate or heavy sleet;10.7;7;4;27;75;1003
14.01.2019;Patchy rain possible;0.8;9;6;18;73;1004
13.01.2019;Overcast;0.1;5;4;17;73;1011
12.01.2019;Light rain;10.7;6;5;25;82;1014
11.01.2019;Heavy rain;42.0;11;9;26;84;1013
10.01.2019;Moderate or heavy rain with thunder;9.4;12;10;33;69;1009
09.01.2019;Partly cloudy;1.4;7;3;25;62;1015
08.01.2019;Moderate or heavy snow showers;1.4;3;2;24;73;1020
07.01.2019;Moderate snow;8.4;3;3;25;75;1018
06.01.2019;Cloudy;0.3;5;4;17;68;1011
05.01.2019;Moderate or heavy rain with thunder;14.8;6;5;28;80;1016
04.01.2019;Light sleet;27.5;5;5;32;76;1016
03.01.2019;Light drizzle;14.5;8;6;26;74;1010
02.01.2019;Light drizzle;1.2;8;7;13;75;1013
01.01.2019;Cloudy;0.0;9;7;31;67;1021
31.12.2018;Cloudy;0.0;9;7;31;67;1021
30.12.2018;Cloudy;1.19;7;7;9;74;1023
29.12.2018;Overcast;7.46;8;7;13;78;1020
28.12.2018;Sunny;0.01;8;5;6;65;1023
27.12.2018;Partly cloudy;0.41;7;3;9;65;1024
26.12.2018;Partly cloudy;0.33;5;4;17;61;1024
25.12.2018;Overcast;18.56;12;5;25;73;1018
24.12.2018;Partly cloudy;0.03;14;10;22;70;1016
23.12.2018;Partly cloudy;0.56;12;10;19;75;1021
22.12.2018;Sunny;0.0;11;7;17;76;1023
21.12.2018;Sunny;0.0;9;5;6;78;1027
20.12.2018;Partly cloudy;0.06;6;3;15;80;1028
19.12.2018;Overcast;3.99;7;3;38;85;1021
18.12.2018;Overcast;3.88;11;9;27;89;1016
17.12.2018;Cloudy;0.0;12;11;5;84;1014
16.12.2018;Partly cloudy;0.0;13;11;11;75;1015
15.12.2018;Partly cloudy;0.0;13;11;11;75;1015
14.12.2018;Overcast;0.0;10;7;10;68;1021
13.12.2018;Sunny;0.0;9;6;15;53;1022
12.12.2018;Partly cloudy;4.51;7;6;16;68;1017
11.12.2018;Cloudy;6.2;9;7;17;72;1011
10.12.2018;Partly cloudy;7.16;12;9;20;83;1004
09.12.2018;Cloudy;0.0;13;10;15;56;1011
08.12.2018;Sunny;0.0;10;5;9;54;1016
07.12.2018;Sunny;0.05;6;5;15;59;1023
06.12.2018;Overcast;0.0;8;6;37;76;1021
05.12.2018;Overcast;7.39;12;9;27;87;1015
04.12.2018;Overcast;0.0;12;10;19;86;1012
03.12.2018;Partly cloudy;0.0;13;9;16;81;1017
02.12.2018;Partly cloudy;0.0;11;7;17;78;1022
01.12.2018;Cloudy;0.05;7;5;16;78;1023
30.11.2018;Overcast;0.0;9;6;37;78;1021
29.11.2018;Overcast;0.0;9;8;44;79;1023
28.11.2018;Overcast;6.64;16;9;26;83;1011
27.11.2018;Partly cloudy;0.0;17;16;26;73;1008
26.11.2018;Partly cloudy;0.34;16;12;22;67;1010
25.11.2018;Sunny;0.0;12;9;5;75;1019
24.11.2018;Cloudy;0.14;11;10;19;70;1024
23.11.2018;Cloudy;0.14;11;10;19;70;1024
22.11.2018;Overcast;2.65;14;11;24;84;1016
21.11.2018;Overcast;0.59;16;13;7;82;1013
20.11.2018;Overcast;0.25;13;11;16;83;1020
19.11.2018;Overcast;3.05;17;12;13;80;1013
18.11.2018;Cloudy;4.39;14;12;25;72;1020
17.11.2018;Overcast;0.0;12;9;24;75;1026
16.11.2018;Light rain shower;2.75;11;9;28;76;1024
15.11.2018;Overcast;11.76;11;9;18;77;1020
14.11.2018;Cloudy;1.22;12;11;19;69;1024
13.11.2018;Cloudy;0.46;15;12;25;70;1028
12.11.2018;Sunny;0.0;17;14;20;73;1027
11.11.2018;Sunny;0.0;18;14;13;77;1022
10.11.2018;Partly cloudy;0.0;17;14;19;79;1019
09.11.2018;Partly cloudy;0.02;17;14;19;77;1020
08.11.2018;Partly cloudy;0.23;17;14;16;79;1020
07.11.2018;Partly cloudy;0.08;17;15;19;76;1021
06.11.2018;Cloudy;0.04;17;15;21;78;1020
05.11.2018;Sunny;0.0;17;15;22;76;1021
04.11.2018;Sunny;0.0;19;16;22;78;1023
03.11.2018;Cloudy;0.0;18;15;24;76;1025
02.11.2018;Sunny;0.0;18;16;22;83;1026
01.11.2018;Sunny;0.0;21;17;13;61;1026
31.10.2018;Sunny;0.0;20;17;5;59;1024
30.10.2018;Sunny;0.0;19;17;6;60;1021
29.10.2018;Sunny;0.0;20;17;8;63;1022
28.10.2018;Sunny;0.0;20;16;12;52;1023
27.10.2018;Sunny;0.0;19;15;14;50;1021
26.10.2018;Partly cloudy;0.0;17;13;20;47;1018
25.10.2018;Sunny;0.0;13;11;23;48;1011
24.10.2018;Sunny;0.0;19;16;15;73;1005
23.10.2018;Cloudy;0.12;19;16;16;78;1017
22.10.2018;Partly cloudy;0.0;19;16;19;77;1019
21.10.2018;Partly cloudy;0.0;19;16;13;73;1017
20.10.2018;Partly cloudy;0.0;19;16;13;73;1017
19.10.2018;Partly cloudy;0.0;20;17;8;84;1016
18.10.2018;Thundery outbreaks possible;0.14;20;18;13;84;1016
17.10.2018;Thundery outbreaks possible;0.14;20;18;13;84;1016
16.10.2018;Partly cloudy;0.12;20;17;14;81;1020
15.10.2018;Cloudy;0.78;20;17;19;79;1020
14.10.2018;Cloudy;0.71;20;18;21;82;1021
13.10.2018;Overcast;0.05;19;18;25;78;1022
12.10.2018;Cloudy;0.13;21;17;21;80;1021
11.10.2018;Overcast;2.78;20;17;18;81;1020
10.10.2018;Partly cloudy;0.25;21;17;22;71;1021
09.10.2018;Cloudy;0.17;20;18;23;71;1019
08.10.2018;Sunny;0.0;21;17;13;71;1017
07.10.2018;Sunny;0.0;21;17;18;75;1016
06.10.2018;Sunny;0.0;20;16;25;70;1023
05.10.2018;Sunny;0.0;20;17;26;59;1028
04.10.2018;Sunny;2.38;20;18;15;61;1024
03.10.2018;Sunny;0.02;22;20;6;72;1019
02.10.2018;Partly cloudy;1.18;22;19;15;72;1016
01.10.2018;Partly cloudy;0.7;24;19;17;72;1010
30.09.2018;Overcast;0.96;20;19;27;81;1016
29.09.2018;Overcast;0.0;23;18;14;75;1014
28.09.2018;Partly cloudy;0.12;21;17;27;73;1019
27.09.2018;Overcast;0.52;18;16;36;68;1025
26.09.2018;Cloudy;1.48;17;16;38;62;1027
25.09.2018;Overcast;2.17;20;16;33;71;1023
24.09.2018;Sunny;0.0;25;21;10;59;1014
23.09.2018;Sunny;0.0;26;21;9;66;1018
22.09.2018;Sunny;0.0;26;21;15;70;1016
21.09.2018;Sunny;0.0;25;22;20;70;1016
20.09.2018;Cloudy;0.0;24;20;23;71;1018
19.09.2018;Sunny;0.02;24;20;27;68;1020
18.09.2018;Partly cloudy;0.11;23;20;24;67;1021
17.09.2018;Sunny;0.0;24;21;23;65;1022
16.09.2018;Sunny;0.25;26;23;13;64;1019
15.09.2018;Sunny;0.16;25;22;9;64;1016
14.09.2018;Partly cloudy;5.58;24;20;11;68;1013
13.09.2018;Thundery outbreaks possible;0.12;25;22;22;74;1013
12.09.2018;Sunny;1.24;24;21;14;63;1018
11.09.2018;Sunny;0.07;24;21;5;55;1019
10.09.2018;Sunny;2.58;24;22;12;59;1017
09.09.2018;Sunny;0.0;27;23;10;58;1015
08.09.2018;Sunny;0.56;27;24;11;59;1013
07.09.2018;Sunny;0.69;27;23;13;58;1010
06.09.2018;Patchy rain possible;4.19;25;22;12;63;1008
05.09.2018;Sunny;1.65;28;24;13;69;1008
04.09.2018;Sunny;0.0;29;24;9;71;1009
03.09.2018;Sunny;0.0;29;24;17;73;1011
02.09.2018;Sunny;0.0;30;25;20;68;1014
01.09.2018;Sunny;0.0;30;24;20;66;1014
31.08.2018;Sunny;0.0;30;24;19;65;1015
30.08.2018;Sunny;0.0;28;24;15;71;1014
29.08.2018;Sunny;0.0;28;25;20;68;1012
28.08.2018;Sunny;0.37;29;24;20;71;1009
27.08.2018;Sunny;0.16;29;24;16;74;1007
26.08.2018;Sunny;0.0;29;24;10;66;1008
25.08.2018;Sunny;0.0;29;25;16;65;1009
24.08.2018;Sunny;0.0;28;24;22;69;1010
23.08.2018;Sunny;0.02;30;25;27;57;1013
22.08.2018;Sunny;0.0;29;24;23;63;1014
21.08.2018;Sunny;0.0;28;23;19;64;1013
20.08.2018;Sunny;0.0;28;24;25;60;1012
19.08.2018;Sunny;0.0;30;25;25;57;1013
18.08.2018;Sunny;0.0;30;24;18;67;1011
17.08.2018;Sunny;0.0;29;24;15;72;1010
16.08.2018;Sunny;0.0;29;24;14;70;1010
15.08.2018;Sunny;0.0;29;24;21;64;1010
14.08.2018;Sunny;0.0;29;24;19;59;1012
13.08.2018;Sunny;0.0;27;23;22;58;1014
12.08.2018;Sunny;0.0;28;23;21;53;1016
11.08.2018;Sunny;0.0;28;24;27;56;1017
10.08.2018;Sunny;0.0;29;25;28;61;1018
09.08.2018;Sunny;0.0;29;25;25;63;1016
08.08.2018;Sunny;0.0;30;26;19;62;1015
07.08.2018;Sunny;0.03;30;26;19;58;1013
06.08.2018;Sunny;0.0;29;25;17;64;1013
05.08.2018;Sunny;0.03;30;26;23;58;1013
04.08.2018;Sunny;0.0;30;26;25;56;1012
03.08.2018;Sunny;0.02;30;25;23;63;1012
02.08.2018;Sunny;0.09;30;26;21;69;1013
01.08.2018;Sunny;0.0;30;26;14;69;1012
31.07.2018;Thundery outbreaks possible;0.11;29;25;18;70;1010
30.07.2018;Sunny;0.0;30;25;14;66;1008
29.07.2018;Sunny;0.35;29;25;9;64;1008
28.07.2018;Sunny;0.15;29;25;6;63;1009
27.07.2018;Sunny;0.25;30;24;4;62;1010
26.07.2018;Sunny;1.35;29;24;8;64;1008
25.07.2018;Sunny;0.0;28;24;7;64;1004
24.07.2018;Sunny;4.04;27;25;9;64;1002
23.07.2018;Sunny;0.06;31;26;8;55;1004
22.07.2018;Sunny;0.23;30;26;8;63;1010
21.07.2018;Sunny;0.03;30;25;2;65;1011
20.07.2018;Sunny;3.35;28;24;9;64;1009
19.07.2018;Partly cloudy;1.52;28;24;12;58;1006
18.07.2018;Partly cloudy;2.15;29;25;8;59;1005
17.07.2018;Sunny;0.19;30;25;13;53;1008
16.07.2018;Sunny;0.34;29;24;7;55;1011
15.07.2018;Sunny;0.32;29;24;9;55;1011
14.07.2018;Sunny;0.14;29;25;14;61;1011
13.07.2018;Sunny;0.0;30;24;13;61;1012
12.07.2018;Sunny;0.0;29;24;16;65;1013
11.07.2018;Sunny;0.0;29;24;17;66;1012
10.07.2018;Sunny;0.03;29;23;11;66;1010
09.07.2018;Sunny;0.0;29;23;11;65;1009
08.07.2018;Sunny;0.0;28;23;15;66;1009
07.07.2018;Sunny;0.0;28;23;15;60;1010
06.07.2018;Sunny;0.0;28;23;9;58;1011
05.07.2018;Sunny;0.0;29;24;13;52;1011
04.07.2018;Sunny;0.0;30;24;13;51;1014
03.07.2018;Sunny;0.0;31;23;9;53;1015
02.07.2018;Sunny;0.0;29;22;11;60;1016
01.07.2018;Sunny;1.79;27;22;10;69;1012
30.06.2018;Partly cloudy;0.14;26;22;19;64;1004
29.06.2018;Sunny;0.48;25;22;19;65;1004
28.06.2018;Sunny;0.22;27;22;8;67;1005
27.06.2018;Thundery outbreaks possible;1.11;27;22;12;74;1006
26.06.2018;Thundery outbreaks possible;0.12;26;22;22;74;1009
25.06.2018;Sunny;0.0;25;21;25;65;1014
24.06.2018;Partly cloudy;0.02;23;21;26;66;1015
23.06.2018;Partly cloudy;1.79;25;21;19;67;1012
22.06.2018;Sunny;0.0;28;23;8;61;1011
21.06.2018;Sunny;0.01;28;22;11;60;1014
20.06.2018;Sunny;0.01;28;22;11;60;1014
19.06.2018;Sunny;0.0;26;22;19;68;1011
18.06.2018;Partly cloudy;1.61;26;21;9;71;1009
17.06.2018;Sunny;0.0;26;22;6;67;1008
16.06.2018;Sunny;0.02;29;23;10;60;1006
15.06.2018;Sunny;0.0;30;21;10;66;1006
14.06.2018;Sunny;0.0;28;20;10;67;1004
13.06.2018;Sunny;0.0;28;19;13;58;1005
12.06.2018;Sunny;0.0;26;20;18;59;1009
11.06.2018;Sunny;0.0;26;21;27;64;1009
10.06.2018;Sunny;0.29;26;21;23;65;1006
09.06.2018;Sunny;0.0;29;21;11;62;1011
08.06.2018;Sunny;0.0;27;21;15;69;1017
07.06.2018;Sunny;0.03;28;22;11;64;1017
06.06.2018;Sunny;3.42;27;21;7;64;1013
05.06.2018;Sunny;1.83;26;21;6;66;1008
04.06.2018;Sunny;0.66;25;18;5;62;1009
03.06.2018;Sunny;0.0;24;17;9;61;1014
02.06.2018;Sunny;0.0;23;18;21;69;1016
01.06.2018;Sunny;0.0;25;18;12;57;1014
31.05.2018;Sunny;0.0;23;18;15;64;1014
30.05.2018;Sunny;0.01;23;19;20;70;1014
29.05.2018;Overcast;1.23;22;18;18;78;1015
28.05.2018;Overcast;0.13;21;19;20;75;1017
27.05.2018;Partly cloudy;0.41;23;19;22;77;1015
26.05.2018;Sunny;0.01;25;19;18;73;1013
25.05.2018;Partly cloudy;2.63;23;19;19;78;1011
24.05.2018;Sunny;0.0;24;18;18;74;1012
23.05.2018;Partly cloudy;0.05;23;18;13;78;1017
22.05.2018;Overcast;0.01;21;17;19;81;1017
21.05.2018;Sunny;0.0;22;17;22;73;1016
20.05.2018;Sunny;3.49;22;18;18;76;1015
19.05.2018;Sunny;1.18;26;20;10;62;1012
18.05.2018;Sunny;0.08;26;20;4;59;1014
17.05.2018;Sunny;0.0;24;20;8;55;1014
16.05.2018;Sunny;0.0;25;20;10;56;1015
15.05.2018;Sunny;0.0;24;18;6;57;1016
14.05.2018;Sunny;0.0;22;15;6;54;1015
13.05.2018;Sunny;0.0;20;13;5;53;1013
12.05.2018;Sunny;0.28;18;14;23;65;1014
11.05.2018;Cloudy;2.57;19;15;16;77;1010
10.05.2018;Partly cloudy;2.03;20;17;7;80;1007
09.05.2018;Thundery outbreaks possible;3.14;19;16;7;81;1005
08.05.2018;Overcast;1.83;19;16;10;81;1005
